2054  J1928+1923    lcm13      54.28  1.02   0.817329808312           6  lcm13      6.3495E-15           7  lcm13      476           14  lcm13      30.00  +30.00   tc93       2.04e+06 *       *          *                               
2055  J1929+00      cnst96     37.69  -8.25  1.166900                 3  cnst96     *                    0  *          33             7  cnst96     1.74   1.74     tc93       *        *       *          *                               

2056  J1929+16      lcm13      51.75  -0.69  0.529681                 2  lcm13      *                    0  *          12             9  lcm13      0.63   0.63     tc93       *        *       *          *                               
2057  B1926+18      ht75b      53.85  0.46   1.22047000453            8  lcx02      2.36E-15             1  lcx02      112            2  lcx02      5.34   5.34     tc93       8.19e+06 *       *          *                               
2058  J1929+19      lcm13      54.17  0.57   0.3392154                4  lcm13      *                    0  *          527            6  lcm13      30.00  +30.00   tc93       *        *       *          *                               
2059  J1929+1955    lcm13      54.88  1.02   0.2578319398983          3  lcm13      2.55530E-15          3  lcm13      281            4  lcm13      12.08  12.08    tc93       1.6e+06  *       *          *                               
2060  J1929+2121    lcm13      56.12  1.75   0.723598503258           2  lcm13      2.1386E-15           2  lcm13      66            12  lcm13      3.36   3.36     tc93       5.36e+06 *       *          *                               

2061  B1927+13      ht75b      49.12  -2.32  0.76003196831            9  gr78       3.661E-15            2  gr78       207.3          9  han87      8.28   8.28     tc93       3.29e+06 *       *          *                               
2062  J1930+17      lcm13      52.85  -0.48  1.6096903                7  lcm13      *                    0  *          201           27  lcm13      9.20   9.20     tc93       *        *       *          *                               
2063  J1930+1852    clb+02     54.10  0.27   0.136855046957           9  clb+02     7.5057E-13           1  clb+02     308            4  clb+02     7.00   12.32    tc93       2.89e+03 *       *          HE                              
2064  B1929+15      ht74       51.41  -1.60  0.314355396469           6  lcx02      5.0148E-15           9  lcx02      140            1  lcx02      6.41   6.41     tc93       9.93e+05 *       *          *                               
2065  J1931+1952    lcm13      55.13  0.45   0.501123112694           4  lcm13      0.1008E-15           6  lcm13      441            8  lcm13      22.62  22.62    tc93       7.88e+07 *       *          *                               

2066  J1931+30      cnst96     64.51  5.67   0.582126                 3  cnst96     *                    0  *          56            11  cnst96     3.03   3.03     tc93       *        *       *          *                               
2067  B1929+10      lvw68      47.38  -3.88  0.226517635038           5  hlk+04     1.157426E-15        16  hlk+04     3.180          4  hlk+04     0.31   0.17     tc93       3.1e+06  *       *          HE[yhh94]                       
2068  J1932+1916    pga+13     54.66  0.08   0.208214903876          14  pga+13     9.31735E-14          5  pga+13     *              0  *          *      *        *          3.54e+04 *       *          NRAD                            
2069  B1929+20      ht74       55.57  0.64   0.268217402985           6  hlk+04     4.21706E-15          4  hlk+04     211.151       11  hlk+04     5.00   9.15     tc93       1.01e+06 *       *          *                               
2070  B1930+22      ht75b      57.36  1.55   0.14446976514            3  hlk+04     5.75717E-14          3  hlk+04     219.2          5  hlk+04     10.90  9.63     tc93       3.98e+04 *       *          *                               

2071  J1932-3655    lml+98     2.07   -23.55 0.57142031970           10  dsb+98     2.84E-16             3  dsb+98     59.88          1  dsb+98     4.41   +4.41    tc93       3.19e+07 *       *          *                               
2072  J1933+0758    rtj+96     44.84  -5.57  0.437454407217           2  clm+05     0.2183E-15           2  clm+05     165.02         4  clm+05     8.33   8.33     tc93       3.18e+07 *       *          *                               
2073  B1930+13      ht75b      49.35  -3.13  0.928323751417           5  lcx02      3.182E-16            7  lcx02      177.9          2  lcx02      8.10   8.10     tc93       4.62e+07 *       *          *                               
2074  B1931+24      stwd85     59.48  2.39   0.81369030283            7  hlk+04     8.1098E-15           7  hlk+04     106.03         6  hlk+04     5.52   5.52     tc93       1.59e+06 *       *          *                               
2075  J1933-6211    jbo+07     334.43 -28.63 0.003543431438847        1  jbo+07     0.37E-20             1  jbo+07     11.499         7  jbo+07     0.63   0.63     tc93       1.52e+10 ELL1    jbo+07     *                               

2076  J1934+2352    nab+13     58.97  1.81   0.17843152366            2  nab+13     130.699E-15          2  nab+13     355.5          2  nab+13     23.98  23.98    tc93       2.16e+04 *       *          *                               
2077  J1935+12      cha03      48.67  -4.02  1.93990                  0  cha03      *                    0  *          190            0  cha03      9.81   9.81     tc93       *        *       *          *                               
2078  B1933+16      dl70       52.44  -2.09  0.3587384107696          6  hlk+04     6.0025237E-15       15  hlk+04     158.521        3  hlk+04     3.70   7.93     tc93       9.47e+05 *       *          *                               
2079  J1935+1726    lcm13      53.37  -1.37  0.004200101791882        7  lcm13      *                    0  *          61.6           1  lcm13      3.11   3.11     tc93       *        ELL1    lcm13      *                               
2080  B1933+17      ht75b      53.69  -1.31  0.654408146583           1  lcx02      3.78E-16             2  lcx02      214.6          4  lcx02      9.57   9.57     tc93       2.74e+07 *       *          *                               

2081  J1935+2025    lcm13      56.05  -0.05  0.080118133455           6  lcm13      60.7579E-15          1  lcm13      182            1  lcm13      8.64   8.64     tc93       2.09e+04 *       *          *                               
2082  B1933+15      ht74       51.88  -2.47  0.96733836953            3  gr78       4.039E-15            6  gr78       165           20  ht74       8.41   8.41     tc93       3.79e+06 *       *          *                               
2083  J1936+21      lcm13      56.81  0.16   0.642932                 2  lcm13      *                    0  *          264           11  lcm13      10.11  10.11    tc93       *        *       *          *                               
2084  J1937-00      dsm+13     37.94  -10.29 0.2401                   0  dsm+13     *                    0  *          68.6           0  dsm+13     3.60   3.60     tc93       *        *       *          *                               
2085  J1937+1505    hfs+04     51.57  -2.98  2.8727736506             7  hfs+04     5.6E-15              3  hfs+04     237           11  hfs+04     14.07  14.07    tc93       8.11e+06 *       *          *                               

2086  B1935+25      dtws85     60.84  2.27   0.20098020244218        17  hlk+04     6.429167E-16        13  hlk+04     53.221         5  hlk+04     2.76   2.76     tc93       4.95e+06 *       *          *                               
2087  J1937+2950    jsb+09     64.50  4.11   1.65742878336            3  jsb+09     3.4811E-15          17  jsb+09     113.80         2  jsb+09     6.44   6.44     tc93       7.54e+06 *       *          *                               
2088  J1938+0650    fcwa95     44.39  -7.10  1.121561892              5  lwf+04     5.68E-15             1  lwf+04     70.8           2  lwf+04     3.64   3.64     tc93       3.13e+06 *       *          *                               
2089  J1938+2010    nab+13     56.12  -0.67  0.68708185664            2  nab+13     3.399E-15            1  nab+13     327.7          8  nab+13     14.36  14.36    tc93       3.2e+06  *       *          *                               
2090  J1938+2213    cha03      57.90  0.31   0.1661155731566          6  lcm13      42.4423E-15          5  lcm13      91             3  lcm13      4.54   4.54     tc93       6.2e+04  *       *          *                               

2091  J1939+10      cnst96     47.99  -5.50  2.31                     3  cnst96     *                    0  *          90             8  cnst96     4.58   4.58     tc93       *        *       *          *                               
2092  B1937+21      bkh+82     57.51  -0.29  0.001557806472448817     3  cbl+95     1.051212E-19         2  cbl+95     71.0398        2  cbl+95     5.00   3.58     tc93       2.35e+08 *       *          HE[tst+01]                      
2093  B1937+24      sstd86     60.17  1.36   0.6453024694             3  hlk+04     1.8271E-14           3  hlk+04     142.88         7  hlk+04     7.34   7.34     tc93       5.6e+05  *       *          *                               
2094  J1940+2337    nab+13     59.40  0.53   0.546824157964           7  nab+13     76.7965E-15          2  nab+13     252.1          3  nab+13     9.87   9.87     tc93       1.13e+05 *       *          *                               
2095  J1940-2403    lml+98     15.85  -21.01 1.855276                 3  dsb+98     *                    0  *          63.3           1  dsb+98     4.91   +4.91    tc93       *        *       *          *                               

2096  J1941+0121    blr+13     39.91  -10.43 0.217317451828          10  blr+13     1.913E-16            5  blr+13     52.7           7  blr+13     2.89   2.89     tc93       1.8e+07  *       *          *                               
2097  J1941+1026    nft95      48.00  -6.15  0.90539388830            2  cn95       9.962E-16            8  cn95       138.91         2  cn95       8.60   8.60     tc93       1.44e+07 *       *          *                               
2098  J1941+1341    lfl+06     50.80  -4.47  0.559084099229          13  lfl+06     1.2387E-15          13  lfl+06     147.9          3  lfl+06     8.55   8.55     tc93       7.15e+06 *       *          *                               
2099  J1941+2525    nab+13     61.04  1.26   2.30615269700            2  nab+13     160.8349E-15         5  nab+13     314.4          4  nab+13     15.35  15.35    tc93       2.27e+05 *       *          *                               
2100  B1937-26      mlt+78     13.90  -21.82 0.4028579088754          3  hlk+04     9.561486E-16        18  hlk+04     50.036         3  hlk+04     4.74   +4.74    tc93       6.68e+06 *       *          *                               

2101  B1939+17      ht75b      54.43  -2.68  0.69626221476            2  lcx02      1.01E-16             3  lcx02      190            6  lcx02      9.83   9.83     tc93       1.09e+08 *       *          *                               
2102  J1943+0609    ebvb01     44.47  -8.64  0.446226281658           3  ebvb01     4.659E-16            6  ebvb01     70.76          6  ebvb01     3.89   3.89     tc93       1.52e+07 *       *          *                               
2103  B1940-12      mlt+78     27.26  -17.16 0.9724288509136         18  hlk+04     1.655686E-15         8  hlk+04     28.918        15  hlk+04     1.64   1.64     tc93       9.31e+06 *       *          *                               
2104  J1944+0907    clm+05     47.16  -7.36  0.0051852019041260       3  clm+05     1.713E-20            2  clm+05     24.34          2  clm+05     1.28   1.28     tc93       4.8e+09  *       *          *                               
2105  B1941-17      mlt+78     22.31  -19.43 0.841157774341           6  hlk+04     9.8619E-16           5  hlk+04     56.32          6  hlk+04     5.30   +5.30    tc93       1.35e+07 *       *          *                               

2106  B1942+17      ht75b      54.90  -3.10  1.9968990135             1  lcx02      7.3E-16              2  lcx02      175            2  lcx02      9.50   9.50     tc93       4.33e+07 *       *          *                               
2107  J1944+2236    csl+12     58.90  -0.66  0.003617993078111        7  csl+12     7.5E-21              6  csl+12     185.45        12  csl+12     8.46   8.46     tc93       7.68e+09 *       *          *                               
2108  B1942-00      mlt+78     38.57  -12.32 1.045632444772           7  hlk+04     5.3466E-16           4  hlk+04     59.71          6  hlk+04     3.53   3.53     tc93       3.1e+07  *       *          *                               
2109  J1945+07      dsm+13     45.75  -8.63  1.0739                   0  dsm+13     *                    0  *          62             0  dsm+13     3.47   3.47     tc93       *        *       *          *                               
2110  B1943+18      ht75b      55.59  -3.00  1.06870769134            4  lcx02      2.42E-16             5  lcx02      217.7          1  lcx02      12.77  12.77    tc93       7e+07    *       *          *                               

2111  J1946-1312    jbo+09     27.08  -18.18 0.491865489484           6  jbo+09     1.9866E-15           3  jbo+09     60             2  jbo+09     5.64   +5.64    tc93       3.92e+06 *       *          *                               
2112  B1944+17      vl70       55.33  -3.50  0.4406184769108          8  hlk+04     2.4092E-17           4  hlk+04     16.220        16  hlk+04     0.30   0.85     tc93       2.9e+08  *       *          *                               
2113  B1944+22      ht75b      59.30  -1.07  1.33444985809            5  gr78       8.89E-16             9  gr78       140           20  ht75b      7.09   7.09     tc93       2.38e+07 *       *          *                               
2114  J1946+24      dcm+09     60.31  -0.38  4.729                    0  dcm+09     *                    0  *          96             0  dcm+09     4.84   4.84     tc93       *        *       *          RRAT                            
2115  J1946+2535    nab+13     61.81  0.28   0.51516705131            6  nab+13     5.641E-15            5  nab+13     248.81         4  nab+13     9.58   9.58     tc93       1.45e+06 *       *          *                               

2116  J1946+2611    nft95      62.32  0.60   0.4350602546             3  cn95       2.197E-14            2  cn95       165            3  cn95       7.78   7.78     tc93       3.14e+05 *       *          *                               
2117  B1943-29      mlt+78     11.11  -24.12 0.959447931541           3  hlk+04     1.488340E-15        12  hlk+04     44.309        15  hlk+04     4.31   +4.31    tc93       1.02e+07 *       *          *                               
2118  J1946+3417    bck+13     69.29  4.71   0.003170139227806        2  bck+13     0.0000037E-15        2  bck+13     110            0  bck+13     6.41   6.41     tc93       1.36e+10 BT      bck+13     *                               
2119  J1947+0915    ebvb01     47.71  -8.07  1.48074382424            9  ebvb01     4.78E-16            16  ebvb01     94             4  ebvb01     5.80   5.80     tc93       4.91e+07 *       *          *                               
2120  J1947+10      cnst96     48.99  -7.31  1.110944                 3  cnst96     *                    0  *          149           30  cnst96     13.83  +13.83   tc93       *        *       *          *                               

2121  J1947+1957    nab+13     56.99  -2.66  0.157508542541           4  nab+13     0.5226E-15           1  nab+13     185.8          2  nab+13     9.51   9.51     tc93       4.78e+06 *       *          *                               
2122  J1947-4215    lml+98     357.18 -27.71 1.798069                 1  dsb+98     *                    0  *          35             1  dsb+98     2.97   2.97     tc93       *        *       *          *                               
2123  J1948+2551    nab+13     62.21  0.13   0.1966268136138          4  nab+13     9.02244E-15          2  nab+13     289.27         5  nab+13     11.85  11.85    tc93       3.45e+05 *       *          *                               
2124  B1946+35      dl70       70.70  5.05   0.717311174076           4  hlk+04     7.06120E-15          3  hlk+04     129.075        3  hlk+04     7.87   7.87     tc93       1.61e+06 *       *          *                               
2125  J1949+2306    nab+13     59.93  -1.42  1.31937338530            1  nab+13     0.1231E-15           3  nab+13     196.3          5  nab+13     8.65   8.65     tc93       1.7e+08  *       *          *                               

2126  B1946-25      mlt+78     15.26  -23.38 0.957616630291           4  hlk+04     3.270565E-15        16  hlk+04     23.07          3  hlk+04     1.34   1.34     tc93       4.64e+06 *       *          *                               
2127  J1949+3106    dfc+12     66.86  2.55   0.0131381833437040       6  dfc+12     9.3913E-20           6  dfc+12     164.1264       5  dfc+12     7.78   7.78     tc93       2.22e+09 DD      dfc+12     *                               
2128  J1950+05      cnst96     44.86  -10.55 0.455934                 3  cnst96     *                    0  *          71            14  cnst96     4.43   4.43     tc93       *        *       *          *                               
2129  J1951+1123    nft95      50.00  -7.74  5.0940830275             2  cn95       3.031E-15            8  cn95       31.29          9  cn95       1.66   1.66     tc93       2.66e+07 *       *          *                               
2130  B1949+14      sstd86     52.51  -6.58  0.275025682520           4  hlk+04     1.2815E-16           4  hlk+04     31.46          9  hlk+04     1.66   1.66     tc93       3.4e+07  *       *          *                               

2131  J1952+2630    kla+11     63.25  -0.38  0.020732360562672        4  ltk+14     4.2721E-18           3  ltk+14     315.338        2  ltk+14     13.67  13.67    tc93       7.69e+07 ELL1    ltk+14     *                               
2132  B1951+32      kcb+88     68.77  2.82   0.0395311928548         11  hlk+04     5.844803E-15         8  hlk+04     45.006        19  hlk+04     3.00   2.37     tc93       1.07e+05 *       *          HE[rbd+95,sof95]                
2133  J1953+1149    nft95      50.71  -8.08  0.8518902768             2  cn95       2.865E-15           15  cn95       140.03         3  cn95       12.53  +12.53   tc93       4.71e+06 *       *          *                               
2134  J1953+1846A   hrs+07     56.74  -4.56  0.004888                 1  hrs+07     *                    0  *          117            1  hrs+07     6.68   6.68     tc93       *        BT      hrs+07     *                               
2135  J1953+2732    nab+13     64.20  0.06   1.33396499366            2  nab+13     1.773E-15            1  nab+13     195.4          9  nab+13     7.86   7.86     tc93       1.19e+07 *       *          *                               

2136  J1954+2836    sdz+10     65.24  0.38   0.0927090547             3  sdz+10     2.1163E-14           4  sdz+10     *              0  *          *      *        *          6.94e+04 *       *          NRAD                            
2137  B1952+29      dlp70      65.92  0.77   0.4266767865302          4  hlk+04     1.711E-18            3  hlk+04     7.932          7  hlk+04     0.42   0.42     tc93       3.95e+09 *       *          *                               
2138  J1955+2527    dfc+12     62.74  -1.57  0.0048727658629793      17  dfc+12     9.12E-21            10  dfc+12     209.971        3  dfc+12     9.06   9.06     tc93       8.47e+09 *       *          *                               
2139  B1953+29      bbf83      65.84  0.44   0.0061331665102401       8  gsf+11     2.9720E-20          12  gsf+11     104.501        3  gsf+11     5.39   5.39     tc93       3.27e+09 BT      gsf+11     *                               
2140  B1953+50      dth78      84.79  11.55  0.5189379874091          5  hlk+04     1.372366E-15         4  hlk+04     31.974         3  hlk+04     1.80   1.80     tc93       5.99e+06 *       *          *                               

2141  J1956+0838    ebvb01     48.29  -10.33 0.303910924347           7  ebvb01     2.199E-16           13  ebvb01     68.2          13  ebvb01     4.31   4.31     tc93       2.19e+07 *       *          *                               
2142  J1957+2831    llc98      65.52  -0.22  0.3076828651978         17  hlk+04     3.10989E-15          3  hlk+04     138.99         8  hlk+04     6.98   6.98     tc93       1.57e+06 *       *          *                               
2143  J1957+5033    sdz+10     84.58  11.01  0.3748062242             3  sdz+10     7.08E-15             5  sdz+10     *              0  *          *      *        *          8.39e+05 *       *          NRAD                            
2144  J1958+2846    aaa+09c    65.88  -0.35  0.29038924475            5  rkp+11     2.12038E-13         17  rkp+11     *              0  *          *      *        *          2.17e+04 *       *          NRAD                            
2145  B1957+20      fst88      59.20  -4.70  0.00160740168480632      3  aft94      1.68515E-20          9  aft94      29.1168        7  aft94      1.53   1.53     tc93       1.51e+09 BT      aft94      HE[aaa+10g]                     

2146  J1959+3620    bck+13     72.44  3.44   0.40608118100            1  bck+13     0.036E-15            1  bck+13     273            0  bck+13     29.32  +29.32   tc93       1.79e+08 *       *          *                               
2147  J2002+1637    nft95      56.00  -7.52  0.27649748362           18  cn95       2.25E-16            12  cn95       94.39          8  cn95       6.10   6.10     tc93       1.95e+07 *       *          *                               
2148  J2002+30      cnst96     67.92  -0.19  0.421794                 3  cnst96     *                    0  *          196           38  cnst96     7.43   7.43     tc93       *        *       *          *                               
2149  B2000+32      cl86       69.26  0.88   0.6967605102             3  hlk+04     1.05139E-13          3  hlk+04     142.21         3  hlk+04     6.68   6.68     tc93       1.05e+05 *       *          *                               
2150  B2000+40      stwd85     76.61  5.29   0.9050668203089         10  hlk+04     1.738783E-15         8  hlk+04     131.334       12  hlk+04     8.30   8.30     tc93       8.25e+06 *       *          *                               

2151  B2002+31      dlp70      69.01  0.02   2.11126473382            4  hlk+04     7.45504E-14          3  hlk+04     234.820        8  hlk+04     8.00   8.94     tc93       4.49e+05 *       *          *                               
2152  J2004+3429    bck+13     71.42  1.57   0.24095264193            1  bck+13     206.825E-15          4  bck+13     351            0  bck+13     22.18  22.18    tc93       1.85e+04 *       *          *                               
2153  J2005-0020    mld+96     41.33  -16.63 2.27966105858            4  hlk+04     2.56626E-14          6  hlk+04     35.93         17  hlk+04     2.16   2.16     tc93       1.41e+06 *       *          *                               
2154  J2005+3547    nab+13     72.58  2.18   0.615033894871           4  nab+13     0.2808E-15           3  nab+13     401.6          3  nab+13     30.00  +30.00   tc93       3.47e+07 *       *          *                               
2155  J2005+3552    bck+13     72.71  2.14   0.30794290464            2  bck+13     2.99E-15             1  bck+13     455            0  bck+13     30.00  +30.00   tc93       1.63e+06 *       *          *                               

2156  B2003-08      mlt+78     34.10  -20.30 0.580871337031           3  hlk+04     4.601E-17            3  hlk+04     32.39          3  hlk+04     2.01   2.01     tc93       2e+08    *       *          *                               
2157  J2006+3102    nab+13     68.67  -0.53  0.16369523645            9  nab+13     24.872E-15           9  nab+13     107.16         1  nab+13     5.58   5.58     tc93       1.04e+05 *       *          *                               
2158  J2007+0809    ebvb01     49.18  -12.79 0.32572436605            5  ebvb01     1.37E-16             7  ebvb01     53.9          10  ebvb01     3.44   3.44     tc93       3.77e+07 *       *          *                               
2159  J2007+0910    clm+05     50.17  -12.43 0.4587348258074          6  clm+05     0.33244E-15         12  clm+05     48.6           2  clm+05     2.93   2.93     tc93       2.19e+07 *       *          *                               
2160  J2007+2722    kac+10     65.71  -2.70  0.024497388545933       10  akc+13     9.611E-19            3  akc+13     127.0          4  akc+13     6.85   6.85     tc93       4.04e+08 *       *          *                               

2161  J2007+3120    nab+13     69.04  -0.53  0.60820531457            1  nab+13     15.604E-15           1  nab+13     191.5          2  nab+13     7.28   7.28     tc93       6.18e+05 *       *          *                               
2162  J2008+2513    nft95      64.05  -4.11  0.58919550332            6  cn95       5.395E-15            4  cn95       60.554         9  cn95       3.22   3.22     tc93       1.73e+06 *       *          *                               
2163  J2009+3326    cfl+06     71.10  0.12   1.43836860189            2  nab+13     1.468E-15            2  nab+13     263.6          8  nab+13     10.73  10.73    tc93       1.55e+07 *       *          *                               
2164  J2010-1323    jbo+07     29.45  -23.54 0.005223271015190        1  jbo+07     0.482E-20            7  jbo+07     22.160         2  jbo+07     1.29   1.29     tc93       1.72e+10 *       *          *                               
2165  J2010+2845    nab+13     67.21  -2.47  0.5653693451984          6  nab+13     0.09072E-15          2  nab+13     112.47         8  nab+13     6.03   6.03     tc93       9.87e+07 *       *          *                               

2166  J2010+3230    cfl+06     70.39  -0.49  1.44244752060            1  nab+13     3.616E-15            1  nab+13     371.8          5  nab+13     18.89  18.89    tc93       6.32e+06 *       *          *                               
2167  J2011+3331    cfl+06     71.32  -0.05  0.931733093470           4  nab+13     1.7857E-15           1  nab+13     298.58         6  nab+13     12.95  12.95    tc93       8.27e+06 *       *          *                               
2168  J2012-2029    blr+13     22.41  -26.70 0.54400187061            3  blr+13     5.475E-16           18  blr+13     37.67          8  blr+13     3.92   +3.92    tc93       1.57e+07 *       *          *                               
2169  J2013-0649    lbr+13     36.17  -21.29 0.5801872690010         34  lbr+13     6.007E-16           24  lbr+13     63.36         10  lbr+13     4.85   +4.85    tc93       1.53e+07 *       *          *                               
2170  J2013+3058    nab+13     69.48  -1.89  0.2760276934460          5  nab+13     0.15194E-15          4  nab+13     148.7          1  nab+13     6.88   6.88     tc93       2.88e+07 *       *          *                               

2171  B2011+38      stwd85     75.93  2.48   0.2301936138595         10  hlk+04     8.851045E-15         8  hlk+04     238.217        8  hlk+04     13.07  13.07    tc93       4.12e+05 *       *          *                               
2172  J2015+2524    nft95      65.03  -5.26  2.3032990816             9  cn95       5.1E-16              5  cn95       13             3  cn95       0.69   0.69     tc93       7.16e+07 *       *          *                               
2173  J2016+1948    naf03      60.52  -8.67  0.064940388241514        6  gsf+11     4.0063E-19           6  gsf+11     33.8148       16  gsf+11     1.83   1.83     tc93       2.57e+09 BT      gsf+11     *                               
2174  J2017+0603    cgj+11     48.62  -16.03 0.002896215815562        2  cgj+11     8.3E-21              1  cgj+11     23.918         3  cgj+11     1.32   1.32     tc93       5.53e+09 ELL1    cgj+11     HE                              
2175  J2017+2043    naf03      61.38  -8.27  0.537143086032           2  naf03      0.99555E-15          5  naf03      61.5           1  naf03      3.55   3.55     tc93       8.55e+06 *       *          *                               

2176  B2016+28      csl68      68.10  -3.98  0.5579534804225          7  hlk+04     1.481058E-16        16  hlk+04     14.172         4  hlk+04     0.98   0.75     tc93       5.97e+07 *       *          *                               
2177  J2018+3431    cfl+06     73.04  -0.84  0.3876640866385          8  nab+13     1.83649E-15          2  nab+13     222.35         7  nab+13     8.79   8.79     tc93       3.34e+06 *       *          *                               
2178  J2019+2425    ntf93      64.75  -6.62  0.00393452408033124     11  nss01      7.0237E-21          12  nss01      17.203         5  ntf93      0.91   0.91     tc93       8.88e+09 BT      nss01      *                               
2179  J2021+3651    rhr+02     75.22  0.11   0.103740952074           4  aaa+09d    9.57209E-14          7  aaa+09d    367.5         10  aaa+09d    18.88  18.88    tc93       1.72e+04 *       *          HE                              
2180  J2021+4026    aaa+09c    78.23  2.09   0.26531766093            5  rkp+11     5.4682E-14           3  rkp+11     *              0  *          *      *        *          7.69e+04 *       *          NRAD                            

2181  B2020+28      fss73      68.86  -4.67  0.3434021577860         13  hlk+04     1.894195E-15        13  hlk+04     24.640         3  hlk+04     2.10   1.30     tc93       2.87e+06 *       *          *                               
2182  J2022+3842    agr+11     76.89  0.96   0.0242877561082         84  agr+11     4.3192E-14          27  agr+11     429.1          5  agr+11     10.00  +30.00   tc93       8.91e+03 *       *          HE                              
2183  B2021+51      dl70       87.86  8.38   0.529196917808          17  hlk+04     3.06337E-15          5  hlk+04     22.648         6  hlk+04     1.80   1.22     tc93       2.74e+06 *       *          *                               
2184  B2022+50      dtws85     86.86  7.54   0.372619054536           3  hlk+04     2.512052E-15        17  hlk+04     33.021         3  hlk+04     1.80   1.80     tc93       2.35e+06 *       *          *                               
2185  J2024+48      hrk+08     84.71  6.02   1.262                    0  hrk+08     *                    0  *          99             0  hrk+08     5.62   5.62     tc93       *        *       *          *                               

2186  B2025+21      ht75b      63.54  -9.59  0.398173021652           2  lcx02      2.028E-16            2  lcx02      96.8           4  lcx02      10.09  10.09    tc93       3.11e+07 *       *          *                               
2187  J2027+4557    jsb+09     83.36  4.39   1.099651368044           7  jsb+09     3.094E-16            4  jsb+09     229.594       11  jsb+09     22.99  +22.99   tc93       5.63e+07 *       *          *                               
2188  J2028+3332    pga+12     73.36  -3.01  0.1767074151138          7  pga+12     4.85753E-15          7  pga+12     *              0  *          *      *        *          5.76e+05 *       *          NRAD                            
2189  B2027+37      stwd85     76.90  -0.73  1.216804657740          12  hlk+04     1.231961E-14         9  hlk+04     190.66         3  hlk+04     7.00   7.00     tc93       1.56e+06 *       *          *                               
2190  J2029+45      hrk+08     82.75  3.59   1.099                    0  hrk+08     *                    0  *          228            0  hrk+08     19.49  19.49    tc93       *        *       *          *                               

2191  B2028+22      ht75b      64.58  -9.83  0.630512646679           4  hlk+04     8.8535E-16           3  hlk+04     71.83          3  hlk+04     4.75   4.75     tc93       1.13e+07 *       *          *                               
2192  J2030+3641    ckr+12     76.12  -1.44  0.2001285881663         17  ckr+12     6.5001E-15           3  ckr+12     246.0          7  ckr+12     11.17  11.17    tc93       4.88e+05 *       *          HE                              
2193  J2030+4415    pga+12     82.34  2.89   0.22707017739            3  pga+12     6.4843E-15          11  pga+12     *              0  *          *      *        *          5.55e+05 *       *          NRAD                            
2194  J2030+55      hrk+08     91.05  9.25   0.579                    0  hrk+08     *                    0  *          60             0  hrk+08     3.67   3.67     tc93       *        *       *          *                               
2195  J2032+4127    aaa+09c    80.22  1.03   0.143247602480           9  rkp+11     2.03748E-14          5  rkp+11     114.8          1  crr+09     5.15   5.15     tc93       1.11e+05 *       *          HE                              

2196  J2033+0042    bb10       45.88  -22.20 5.01339800063           90  lbr+13     1.013E-14           78  lbr+13     37.84         13  lbr+13     2.87   2.87     tc93       7.84e+06 *       *          RRAT                            
2197  J2033+1734    rtj+96     60.86  -13.15 0.0059489575348502       6  spl04      1.1112E-20           8  spl04      25.0791        3  spl04      1.37   1.37     tc93       8.48e+09 BT      spl04      *                               
2198  J2033-1938    blr+13     25.31  -31.05 1.28171902379           12  blr+13     4.55E-16             6  blr+13     23.47          9  blr+13     1.54   1.54     tc93       4.46e+07 *       *          *                               
2199  J2036+2835    bck+13     70.41  -7.38  1.35872676315            2  bck+13     2.090E-15            2  bck+13     99             0  bck+13     6.78   6.78     tc93       1.03e+07 *       *          *                               
2200  B2034+19      stwd85     63.18  -12.67 2.0743770781             5  dtms88     2.04E-15             1  dtms88     36             3  dtms88     2.05   2.05     tc93       1.61e+07 *       *          *                               

2201  B2035+36      dtws85     76.75  -2.84  0.61871508419            5  hlk+04     4.5024E-15           4  hlk+04     93.56          6  hlk+04     5.05   5.05     tc93       2.18e+06 *       *          *                               
2202  J2038+35      hrk+08     75.73  -3.75  0.16                     0  hrk+08     *                    0  *          58             0  hrk+08     3.12   3.12     tc93       *        *       *          *                               
2203  J2038-3816    lml+98     3.85   -36.74 1.5772861505             3  dsb+98     4.134E-15            4  dsb+98     33.96          6  dsb+98     2.94   +2.94    tc93       6.05e+06 *       *          *                               
2204  B2036+53      dtws85     90.37  7.31   1.424568215153          11  hlk+04     9.4418E-16           9  hlk+04     160.1          3  hlk+04     13.83  +13.83   tc93       2.39e+07 *       *          *                               
2205  J2040+1657    lxf+05     61.29  -14.85 0.865606225032           4  lxf+05     0.5949E-15           6  lxf+05     50.7           2  lxf+05     3.51   3.51     tc93       2.31e+07 *       *          *                               

2206  J2043+1711    hrm+11     61.92  -15.31 0.00237987896026         4  gfc+12     5.24E-21             2  gfc+12     20.70987       3  gfc+12     1.13   1.13     tc93       7.2e+09  ELL1H   gfc+12     HE                              
2207  J2043+2740    rtj+96     70.61  -9.15  0.09613056295            5  rtj+96     1.27E-15             1  rtj+96     21.0           1  rtj+96     1.13   1.13     tc93       1.2e+06  *       *          HE[naa+11]                      
2208  J2043+7045    hrk+08     105.19 17.05  0.588                    0  hrk+08     *                    0  *          57             0  hrk+08     6.00   +6.00    tc93       *        *       *          *                               
2209  J2044+4614    snk96      85.43  2.11   1.3927154635             2  snk96      6.3E-16              4  snk96      315.4          4  snk96      26.78  26.78    tc93       3.5e+07  *       *          *                               
